start;end;stage;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
16:00:00;18:30:00;1;9;5;1;13;10;6;2;14;11;7;3;15;12;8;4;16;9;5;1;13;10;6;2;14;11;7;3;15;12;8;4
16:00:00;18:30:00;2;1;13;9;5;2;14;10;6;3;15;11;7;4;16;12;8;1;13;9;5;2;14;10;6;3;15;11;7;4;16;12
16:00:00;18:30:00;3;5;1;13;9;6;2;14;10;7;3;15;11;8;4;16;12;5;1;13;9;6;2;14;10;7;3;15;11;8;4;16
16:00:00;18:30:00;4;13;9;5;1;14;10;6;2;15;11;7;3;16;12;8;4;13;9;5;1;14;10;6;2;15;11;7;3;16;12;8
16:00:00;18:30:00;5;10;6;2;14;11;7;3;15;12;8;4;16;9;5;1;13;10;6;2;14;11;7;3;15;12;8;4;16;9;5;1
16:00:00;18:30:00;6;2;14;10;6;3;15;11;7;4;16;12;8;1;13;9;5;2;14;10;6;3;15;11;7;4;16;12;8;1;13;9
16:00:00;18:30:00;7;6;2;14;10;7;3;15;11;8;4;16;12;5;1;13;9;6;2;14;10;7;3;15;11;8;4;16;12;5;1;13
16:00:00;18:30:00;8;14;10;6;2;15;11;7;3;16;12;8;4;13;9;5;1;14;10;6;2;15;11;7;3;16;12;8;4;13;9;5
18:00:00;20:30:00;1;10;6;2;14;11;7;3;15;12;8;4;16;13;9;5;1;10;6;2;14;11;7;3;15;12;8;4;16;13;9;5
18:00:00;20:30:00;2;2;14;10;6;3;15;11;7;4;16;12;8;5;1;13;9;2;14;10;6;3;15;11;7;4;16;12;8;5;1;13
18:00:00;20:30:00;3;6;2;14;10;7;3;15;11;8;4;16;12;9;5;1;13;6;2;14;10;7;3;15;11;8;4;16;12;9;5;1
18:00:00;20:30:00;4;14;10;6;2;15;11;7;3;16;12;8;4;1;13;9;5;14;10;6;2;15;11;7;3;16;12;8;4;1;13;9
18:00:00;20:30:00;5;11;7;3;15;12;8;4;16;13;9;5;1;10;6;2;14;11;7;3;15;12;8;4;16;13;9;5;1;10;6;2
18:00:00;20:30:00;6;3;15;11;7;4;16;12;8;5;1;13;9;2;14;10;6;3;15;11;7;4;16;12;8;5;1;13;9;2;14;10
18:00:00;20:30:00;7;7;3;15;11;8;4;16;12;9;5;1;13;6;2;14;10;7;3;15;11;8;4;16;12;9;5;1;13;6;2;14
18:00:00;20:30:00;8;15;11;7;3;16;12;8;4;1;13;9;5;14;10;6;2;15;11;7;3;16;12;8;4;1;13;9;5;14;10;6
20:00:00;22:30:00;1;11;7;3;15;12;8;4;16;13;9;5;1;14;10;6;2;11;7;3;15;12;8;4;16;13;9;5;1;14;10;6
20:00:00;22:30:00;2;3;15;11;7;4;16;12;8;5;1;13;9;6;2;14;10;3;15;11;7;4;16;12;8;5;1;13;9;6;2;14
20:00:00;22:30:00;3;7;3;15;11;8;4;16;12;9;5;1;13;10;6;2;14;7;3;15;11;8;4;16;12;9;5;1;13;10;6;2
20:00:00;22:30:00;4;15;11;7;3;16;12;8;4;1;13;9;5;2;14;10;6;15;11;7;3;16;12;8;4;1;13;9;5;2;14;10
20:00:00;22:30:00;5;12;8;4;16;13;9;5;1;14;10;6;2;11;7;3;15;12;8;4;16;13;9;5;1;14;10;6;2;11;7;3
20:00:00;22:30:00;6;4;16;12;8;5;1;13;9;6;2;14;10;3;15;11;7;4;16;12;8;5;1;13;9;6;2;14;10;3;15;11
20:00:00;22:30:00;7;8;4;16;12;9;5;1;13;10;6;2;14;7;3;15;11;8;4;16;12;9;5;1;13;10;6;2;14;7;3;15
20:00:00;22:30:00;8;16;12;8;4;1;13;9;5;2;14;10;6;15;11;7;3;16;12;8;4;1;13;9;5;2;14;10;6;15;11;7
22:00:00;00:30:00;1;12;8;4;16;13;9;5;1;14;10;6;2;15;11;7;3;12;8;4;16;13;9;5;1;14;10;6;2;15;11;7
22:00:00;00:30:00;2;4;16;12;8;5;1;13;9;6;2;14;10;7;3;15;11;4;16;12;8;5;1;13;9;6;2;14;10;7;3;15
22:00:00;00:30:00;3;8;4;16;12;9;5;1;13;10;6;2;14;11;7;3;15;8;4;16;12;9;5;1;13;10;6;2;14;11;7;3
22:00:00;00:30:00;4;16;12;8;4;1;13;9;5;2;14;10;6;3;15;11;7;16;12;8;4;1;13;9;5;2;14;10;6;3;15;11
22:00:00;00:30:00;5;13;9;5;1;14;10;6;2;15;11;7;3;12;8;4;16;13;9;5;1;14;10;6;2;15;11;7;3;12;8;4
22:00:00;00:30:00;6;5;1;13;9;6;2;14;10;7;3;15;11;4;16;12;8;5;1;13;9;6;2;14;10;7;3;15;11;4;16;12
22:00:00;00:30:00;7;9;5;1;13;10;6;2;14;11;7;3;15;8;4;16;12;9;5;1;13;10;6;2;14;11;7;3;15;8;4;16
22:00:00;00:30:00;8;1;13;9;5;2;14;10;6;3;15;11;7;16;12;8;4;1;13;9;5;2;14;10;6;3;15;11;7;16;12;8
